offerId,hotel_name,image,stars,country,city,start_date,end_date,max_adults,max_children_to_3,max_children_to_10,max_children_to_18,meals,room_type,price,available
647b31af6d07a51c408a76d4,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,08/10/2023,18/10/2023,2,2,0,1,onlyBreakfast,apartment,16250,true
647b31af6d07a51c408a76d5,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,26/12/2023,02/01/2024,3,2,2,0,onlyBreakfast,small,15750,true
647b31af6d07a51c408a76d6,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,07/02/2023,17/02/2023,1,0,2,2,breakfastAndDinner,large,19250,true
647b31af6d07a51c408a76d7,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,13/07/2023,20/07/2023,4,1,0,1,breakfastAndDinner,small,19250,true
647b31b06d07a51c408a76d8,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,13/04/2023,27/04/2023,3,1,2,0,allInclusive,large,37187.5,true
647b31b06d07a51c408a76d9,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,08/01/2023,15/01/2023,3,2,1,2,allInclusive,studio,24062.5,true
647b31b06d07a51c408a76da,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,25/09/2023,05/10/2023,2,1,2,0,breakfastAndDinner,small,17875,true
647b31b06d07a51c408a76db,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,02/03/2023,09/03/2023,1,2,0,1,allInclusive,studio,9843.75,true
647b31b16d07a51c408a76dc,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,26/10/2023,05/11/2023,1,0,0,0,onlyBreakfast,small,5000,true
647b31b16d07a51c408a76dd,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,08/10/2023,18/10/2023,1,1,1,2,onlyBreakfast,studio,16250,true
647b31b16d07a51c408a76de,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,20/07/2023,03/08/2023,1,0,2,0,allInclusive,small,17500,true
647b31b16d07a51c408a76df,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,30/04/2023,14/05/2023,1,2,0,2,onlyBreakfast,small,21000,true
647b31b26d07a51c408a76e0,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,20/07/2023,30/07/2023,3,0,0,1,onlyBreakfast,large,18750,true
647b31b26d07a51c408a76e1,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,24/09/2023,01/10/2023,4,2,0,0,breakfastAndDinner,studio,17325,true
647b31b26d07a51c408a76e2,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,26/10/2023,05/11/2023,4,2,1,0,breakfastAndDinner,medium,27500,true
647b31b36d07a51c408a76e3,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,04/11/2023,14/11/2023,2,1,2,2,allInclusive,medium,29687.5,true
647b31b36d07a51c408a76e4,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,01/02/2023,08/02/2023,1,0,2,0,breakfastAndDinner,medium,7700,true
647b31b36d07a51c408a76e5,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,28/05/2023,07/06/2023,1,0,1,0,onlyBreakfast,medium,7500,true
647b31b36d07a51c408a76e6,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,22/10/2023,29/10/2023,2,2,1,2,allInclusive,large,19687.5,true
647b31b36d07a51c408a76e7,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,19/02/2023,01/03/2023,4,2,0,2,allInclusive,large,37500,true
647b31b46d07a51c408a76e8,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,27/01/2023,06/02/2023,3,1,2,0,onlyBreakfast,medium,21250,true
647b31b46d07a51c408a76e9,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,01/01/2023,11/01/2023,2,1,0,0,onlyBreakfast,apartment,11250,true
647b31b46d07a51c408a76ea,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,22/09/2023,29/09/2023,4,0,2,2,breakfastAndDinner,medium,25025,true
647b31b46d07a51c408a76eb,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,31/10/2023,07/11/2023,1,1,2,0,breakfastAndDinner,studio,8662.5,true
647b31b56d07a51c408a76ec,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,21/07/2023,04/08/2023,3,0,1,2,onlyBreakfast,apartment,35000,true
647b31b56d07a51c408a76ed,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,30/06/2023,14/07/2023,3,1,0,2,allInclusive,studio,41562.5,true
647b31b56d07a51c408a76ee,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,12/12/2023,22/12/2023,2,0,2,1,allInclusive,small,23437.5,true
647b31b66d07a51c408a76ef,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,15/05/2023,25/05/2023,2,2,0,1,allInclusive,studio,15234.375,true
647b31b66d07a51c408a76f0,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,06/04/2023,13/04/2023,3,2,0,2,breakfastAndDinner,large,19250,true
647b31b66d07a51c408a76f1,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,03/03/2023,10/03/2023,3,2,2,1,onlyBreakfast,studio,18375,true
647b31b66d07a51c408a76f2,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,28/11/2023,12/12/2023,2,2,2,1,allInclusive,medium,37187.5,true
647b31b66d07a51c408a76f3,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,28/08/2023,07/09/2023,2,2,1,2,allInclusive,medium,28125,true
647b31b76d07a51c408a76f4,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,10/07/2023,24/07/2023,2,0,2,0,breakfastAndDinner,medium,23100,true
647b31b76d07a51c408a76f5,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,31/03/2023,07/04/2023,3,2,0,2,allInclusive,small,21875,true
647b31b76d07a51c408a76f6,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,12/01/2023,26/01/2023,1,2,1,0,onlyBreakfast,studio,14000,true
647b31b76d07a51c408a76f7,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,01/07/2023,11/07/2023,3,1,1,2,allInclusive,apartment,32812.5,true
647b31b86d07a51c408a76f8,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,02/03/2023,09/03/2023,4,0,1,0,allInclusive,apartment,19687.5,true
647b31b86d07a51c408a76f9,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,15/05/2023,29/05/2023,4,1,1,2,breakfastAndDinner,apartment,48125,true
647b31b86d07a51c408a76fa,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,30/06/2023,10/07/2023,2,0,1,2,onlyBreakfast,large,20000,true
647b31b86d07a51c408a76fb,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,29/03/2023,12/04/2023,4,1,2,0,allInclusive,small,45937.5,true
647b31b96d07a51c408a76fc,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,09/02/2023,16/02/2023,4,1,0,0,breakfastAndDinner,studio,16362.5,true
647b31b96d07a51c408a76fd,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,04/09/2023,11/09/2023,2,1,1,0,onlyBreakfast,studio,9625,true
647b31b96d07a51c408a76fe,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,27/03/2023,06/04/2023,3,1,0,0,breakfastAndDinner,large,17875,true
647b31b96d07a51c408a76ff,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,17/03/2023,31/03/2023,2,0,1,1,breakfastAndDinner,large,12512.5,true
647b31ba6d07a51c408a7700,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,28/08/2023,04/09/2023,2,2,2,2,onlyBreakfast,small,17500,true
647b31ba6d07a51c408a7701,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,20/12/2023,27/12/2023,4,0,1,0,allInclusive,studio,14765.625,true
647b31ba6d07a51c408a7702,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,21/06/2023,01/07/2023,3,2,0,1,breakfastAndDinner,studio,23375,true
647b31bb6d07a51c408a7703,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,07/05/2023,21/05/2023,4,2,2,1,onlyBreakfast,studio,43750,true
647b31bb6d07a51c408a7704,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,25/03/2023,04/04/2023,3,1,1,1,onlyBreakfast,small,22500,true
647b31bb6d07a51c408a7705,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,24/09/2023,08/10/2023,1,1,0,1,onlyBreakfast,large,14000,true
647b31bb6d07a51c408a7706,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,04/01/2023,11/01/2023,3,2,1,1,breakfastAndDinner,small,18287.5,true
647b31bb6d07a51c408a7707,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,05/11/2023,12/11/2023,4,2,2,1,allInclusive,studio,27343.75,true
647b31bc6d07a51c408a7708,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,28/09/2023,12/10/2023,4,0,1,1,allInclusive,small,45937.5,true
647b31bc6d07a51c408a7709,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,30/04/2023,14/05/2023,4,2,2,0,allInclusive,apartment,48125,true
647b31bc6d07a51c408a770a,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,30/09/2023,10/10/2023,1,1,1,1,allInclusive,small,15625,true
647b31bc6d07a51c408a770b,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,10/02/2023,17/02/2023,4,2,0,1,allInclusive,small,22968.75,true
647b31bd6d07a51c408a770c,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,03/02/2023,10/02/2023,2,1,0,1,onlyBreakfast,small,10500,true
647b31bd6d07a51c408a770d,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,14/04/2023,21/04/2023,2,0,1,1,allInclusive,studio,14218.75,true
647b31bd6d07a51c408a770e,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,14/05/2023,21/05/2023,1,0,1,2,breakfastAndDinner,studio,11550,true
647b31be6d07a51c408a770f,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,22/10/2023,05/11/2023,4,2,0,0,allInclusive,large,19687.5,true
647b31be6d07a51c408a7710,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,20/03/2023,03/04/2023,3,0,1,0,onlyBreakfast,small,24500,true
647b31be6d07a51c408a7711,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,04/08/2023,11/08/2023,1,1,2,0,breakfastAndDinner,medium,8662.5,true
647b31be6d07a51c408a7712,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,14/11/2023,28/11/2023,2,2,1,2,onlyBreakfast,medium,31500,true
647b31be6d07a51c408a7713,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,31/05/2023,14/06/2023,4,1,1,1,allInclusive,large,48125,true
647b31bf6d07a51c408a7714,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,03/07/2023,13/07/2023,1,0,2,1,breakfastAndDinner,apartment,15125,true
647b31bf6d07a51c408a7715,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,16/09/2023,26/09/2023,3,1,2,2,onlyBreakfast,apartment,28750,true
647b31bf6d07a51c408a7716,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,27/08/2023,03/09/2023,1,2,2,2,allInclusive,apartment,17500,true
647b31bf6d07a51c408a7717,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,13/11/2023,27/11/2023,1,0,2,2,breakfastAndDinner,studio,26950,true
647b31c06d07a51c408a7718,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,27/02/2023,13/03/2023,3,1,2,2,allInclusive,apartment,50312.5,true
647b31c06d07a51c408a7719,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,21/11/2023,28/11/2023,3,2,0,0,onlyBreakfast,studio,12250,true
647b31c06d07a51c408a771a,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,17/02/2023,03/03/2023,2,2,1,1,onlyBreakfast,apartment,26250,true
647b31c06d07a51c408a771b,LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,23/10/2023,02/11/2023,1,2,0,0,allInclusive,medium,9375,true
647b31c16d07a51c408a771c,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,07/03/2023,17/03/2023,4,0,2,1,onlyBreakfast,apartment,4312.5,true
647b31c16d07a51c408a771d,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,17/11/2023,27/11/2023,1,2,1,2,allInclusive,large,3281.25,true
647b31c16d07a51c408a771e,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,30/09/2023,07/10/2023,2,1,2,2,allInclusive,medium,3117.1875,true
647b31c16d07a51c408a771f,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,24/10/2023,07/11/2023,4,1,0,0,onlyBreakfast,apartment,4462.5,true
647b31c26d07a51c408a7720,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,02/04/2023,12/04/2023,1,0,0,0,breakfastAndDinner,large,825,true
647b31c26d07a51c408a7721,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,16/11/2023,30/11/2023,3,1,2,1,allInclusive,small,6562.5,true
647b31c26d07a51c408a7722,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,01/01/2023,15/01/2023,2,2,0,0,breakfastAndDinner,small,2887.5,true
647b31c26d07a51c408a7723,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,05/06/2023,12/06/2023,4,1,2,2,onlyBreakfast,studio,3543.75,true
647b31c36d07a51c408a7724,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,09/04/2023,19/04/2023,3,2,2,1,allInclusive,small,4921.875,true
647b31c36d07a51c408a7725,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,01/06/2023,15/06/2023,2,0,2,0,onlyBreakfast,medium,3150,true
647b31c36d07a51c408a7726,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,18/09/2023,28/09/2023,4,0,1,2,onlyBreakfast,small,4500,true
647b31c46d07a51c408a7727,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,11/10/2023,21/10/2023,3,0,0,0,onlyBreakfast,apartment,2250,true
647b31c46d07a51c408a7728,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,03/07/2023,10/07/2023,3,1,1,2,breakfastAndDinner,small,3031.875,true
647b31c46d07a51c408a7729,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,10/01/2023,17/01/2023,1,2,0,0,onlyBreakfast,small,787.5,true
647b31c46d07a51c408a772a,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,13/12/2023,27/12/2023,2,1,2,0,onlyBreakfast,small,3412.5,true
647b31c56d07a51c408a772b,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,20/12/2023,30/12/2023,2,1,1,1,onlyBreakfast,studio,2625,true
647b31c56d07a51c408a772c,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,19/10/2023,29/10/2023,4,1,2,1,onlyBreakfast,medium,4500,true
647b31c56d07a51c408a772d,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,19/12/2023,02/01/2024,4,1,0,0,breakfastAndDinner,apartment,4908.75,true
647b31c66d07a51c408a772e,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,10/07/2023,20/07/2023,4,1,0,1,onlyBreakfast,studio,3750,true
647b31c66d07a51c408a772f,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,12/08/2023,22/08/2023,1,0,0,1,allInclusive,medium,1640.625,true
647b31c66d07a51c408a7730,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,07/12/2023,14/12/2023,1,2,0,2,allInclusive,studio,984.375,true
647b31c66d07a51c408a7731,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,08/01/2023,18/01/2023,4,2,2,1,allInclusive,medium,2929.6875,true
647b31c76d07a51c408a7732,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,16/02/2023,23/02/2023,3,2,2,2,allInclusive,small,3937.5,true
647b31c76d07a51c408a7733,STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,15/12/2023,25/12/2023,4,1,0,1,allInclusive,medium,4687.5,true
